Key,Russian,English,German,French,Portuguese,Spanish,Italian,Romanian,Turkish,Polish,Czech,Korean,Chinese,ChineseTraditional,BrazilianPortuguese
MenuMain11,Знакомство с Солнцевской линией,Getting familiar with Solntsevskaya Line,Machen Sie sich mit der Solntsevskaya Line vertraut,Se familiariser avec la ligne Solntsevskaya,Familiarizando-se com a linha Solntsevskaya,Familiarizándote con la Línea Solntsevskaya,Prendere confidenza con la Linea Solntsevskaya,Familiarizarea cu linia Solntsevskaya,Solntsevskaya Hattına Alışmak,Zapoznaj się z linią Solntsevskaya,Seznámení s Solntsevskou linkou,솔트세프스카야선에 적응하기,了解太阳线,了解太陽線,Familiarizando-se com a linha Solntsevskaya 
MenuMain12,Человеческий фактор,Human factor,Menschlicher Faktor,Facteur humain,Fator Humano,Factor humano,Fattore umano,Factor uman,İnsan Faktörü,Czynnik ludzki,Lidský faktor,인적 요소,人为因素,人為因素,Fator Humano
MenuMain13,Новый поезд,A new train,Nneuer Zug,Un nouveau train,Um novo trem,Un nuevo tren,Nuovo treno,Un tren nou,Yeni Bir Tren,Nowy pociąg,Nový vlak,새 열차,一架新列车,一架新列車,Um novo trem
MenuMain14,Участок Большой Кольцевой,A part of Big Koltsevaya,Bezirk von Big Koltsevaya,Une partie de la Grande Koltsevaya,A festa do Big Ring,Una parte de la Gran Koltsevaya,Una parte di Big Koltsevaya,O parte din Big Koltsevaya,Büyük Koltsevaya'nın Bir Kısmı,Część Big Koltsevaya,Úsek velkého okruhu,대순환선의 일부분,大环线（11）的一部分,大環線（11）的一部分,Uma parte de Big Koltsevaya
MenuMain15,Утренний рейс,Morning route,Morgenroute,Route matinale,Rota Matinal,Ruta matinal,Percorso mattutino,Ruta de dimineață,Sabah Güzergahı,Trasa poranna,Ranní linka,아침 루트,晨间线路,晨間線路,Rota matutina
MenuMain16,Маневрированиe,Maneuvering,Manöver,Manoeuvre,Manobrando,Maniobras,Manovra,Manevrare,Manevra Yapmak,Manewry,Manévrování,회차,机动,機動,Manobrando
MenuMain17,Деловой центр,Delovoy Tsentr,Geschäftszentrum,Delovoy Tsentr,Centro Comercial,Delovoy Tsentr,Delovoy Tsentr,Delovoy Tsentr,Delovoy Tsentr,Centrum biznesowe,Delovoy Tsentr,델로보이 첸트르,商业中心站,商業中心站,Delovoy Tsentr
MenuMain18,Минская,Minskaya,Minskaya,Minskaya,Minsk,Minskaya,Minskaya,Minskaya,Minskaya,Minskaya,Minská,민스카야,明斯克站,明斯克站,Minskaya
MenuMain19,РАЗРАБОТЧИКИ,DEVELOPERS,ENTWICKLER,DÉVELOPPEURS,DESENVOLVEDORES,DESARROLLADORES,SVILUPPATORI,Devzoltatori:,GELİŞTİRİCİLER,DEWELOPERZY,VÝVOJÁŘI,개발자,开发人员,開發人員,Desenvolvedores
MenuMain20,"Руководитель проекта: 
   Кирилл Щербаков

Программирование:
   Максим Васильев
   Кирилл Щербаков
   Михаил Калиниченко
   Александр Лобачев
","Project Leader:
   Kirill Scherbakov

Programming:
   Maxim Vasilev
   Kirill Scherbakov
   Mikhail Kalinichenko
   Alexander Lobachev
","Projectleiter:
   Kirill Scherbakov

Programmierung:
   Maxim Vasilev
   Kirill Scherbakov
   Mikhail Kalinichenko
   Alexander Lobachev
","Chef de projet:
   Kirill Scherbakov

Programmation:
   Kirill Scherbakov
   Maxim Vasilev
   Mikhail Kalinichenko
   Alexander Lobachev
","Diretor do Projeto:
   Kirill Scherbakov

Programadores:
   Kirill Scherbakov
   Maxim Vasilev
   Mikhail Kalinichenko
   Alexander Lobachev
","El jefe de proyecto: 
  Kirill Scherbakov
 
 Programmación:
  Kirill Scherbakov
  Maksim Vasil'ev
  Mikhail Kalinichenko
  Alexandr Lobachev","Direttore del Progetto:
   Kirill Scherbakov

Programmatori:
   Kirill Scherbakov
   Maxim Vasilev
   Mikhail Kalinichenko
   Alexander Lobachev
","Lider de proiect:
   Kirill Scherbakov

Programatori:
   Kirill Scherbakov
   Maxim Vasilev
   Mikhail Kalinichenko
   Alexander Lobachev
","Proje Lideri:
   Kirill Scherbakov

Programlama:
   Kirill Scherbakov
   Maxim Vasilev
   Mikhail Kalinichenko
   Alexander Lobachev
","Kierownik projektu:
   Kirill Scherbakov

Programiści:
   Kirill Scherbakov
   Maxim Wasilew
   Michaił Kaliniczenko
   Alexander Lobachev
","Vedoucí projektu:
   Kirill Scherbakov

Programování:
   Kirill Scherbakov
   Maxim Vasilev
   Mikhail Kalinichenko
   Alexander Lobachev",,"项目管理：
   Kirill Scherbakov

编程：
   Kirill Scherbakov
   Maxim Vasilev
   Mikhail Kalinichenko
   Alexander Lobachev

","項目管理：
   Kirill Scherbakov

編程：
   Kirill Scherbakov
   Maxim Vasilev
   Mikhail Kalinichenko
   Alexander Lobachev

","Lider de Projeto:
   Kirill Scherbakov

Programação:
   Kirill Scherbakov
   Maxim Vasilev
   Mikhail Kalinichenko
   Alexander Lobachev
"
MenuMain21,"
3D моделирование:
   Павел Paul.G Гжелин
   Андрей urban_drew Кузнецов
   Кирилл CyrilMax Максов
   Плюснин Максим

Дизайн уровней:
   Павел Paul.G Гжелин
   Плюснин Максим

Переводчики:
   Английский: Андрей Вдовиченко
   Французский: Raphaël NIVEAU (Link-Skywalker)
   Немецкий: Supernucke.de, Ben Denker
   Чешский: xmilek
   Корейский: Archerity (a.k.a. Lunasyel)
   Китайский: Peyton Long
   Итальянский: Marco D'Elia
   Португальский: Victor «JK» Andrade
   Польский: Mateusz Mamet
   Турецкий: Pref1tR
   Румынский: ddavyd9, Andrei Lucian Boroş
   Испанский: Samuel Quiroga, Georgy Lastochkin
   Бразильский португальский: Luis Ricardo Muniz","
3D Modelling:
   Pavel Paul.G Gzhelin
   Andrey urban_drew Kuznetzov
   Kirill CyrilMax Maxov
   Plyusnin Maxim

Level Design:
   Pavel Paul.G Gzhelin
   Plyusnin Maxim

Translators:
   English: Andrey Vdovichenko
   French: Raphaël NIVEAU (Link-Skywalker)
   German: Supernucke.de, Ben Denker
   Czech: xmilek
   Turkish: Berkin Zorba & Pref1tR
   Korean: Archerity (a.k.a. Lunasyel)
   Chinese: Peyton Long
   Italian: Marco D'Elia
   Portuguese: Victor «JK» Andrade
   Polish: Mateusz Mamet
   Turkish: Pref1tR
   Romanian: ddavyd9, Andrei Lucian Boroş
   Spanish: Samuel Quiroga, Georgy Lastochkin
   BR Portuguese: Luis Ricardo Muniz","
3D Modellierung:
   Pavel Paul.G Gzhelin
   Andrey urban_drew Kuznetzov
   Kirill CyrilMax Maxov
   Plyusnin Maxim

Level Design:
   Pavel Paul.G Gzhelin
   Plyusnin Maxim

Übersetzer:
   English: Andrey Vdovichenko
   Französisch: Raphaël NIVEAU (Link-Skywalker)
   Deutsch: Supernucke.de, Ben Denker
   Tschechisch: xmilek
   Türkisch: Berkin Zorba & Pref1tR
   Koreanisch: Archerity (a.k.a. Lunasyel)
   Chinesisch: Peyton Long
   Italienisch: Marco D'Elia
   Portugisisch: Victor «JK» Andrade
   Polish: Mateusz Mamet
   Turkish: Pref1tR
   Romanian: ddavyd9, Andrei Lucian Boroş
   Spanisch: Samuel Quiroga, Georgy Lastochkin
   BR Portugisisch: Luis Ricardo Muniz","
Modélisme 3D:
   Pavel Paul.G Gzhelin
   Andrey urban_drew Kuznetzov
   Kirill CyrilMax Maxov
   Plyusnin Maxim

Level Design:
   Pavel Paul.G Gzhelin
   Plyusnin Maxim

Traducteurs:
   Anglais: Andrey Vdovichenko
   Français: Raphaël NIVEAU (Link-Skywalker)
   Allemand: Supernucke.de, Ben Denker
   Techèque: xmilek
   Coréen: Archerity (a.k.a. Lunasyel)
   Chinois: Peyton Long
   Italien: Marco D'Elia
   Portugais: Victor «JK» Andrade
   Polish: Mateusz Mamet
   Turkish: Pref1tR
   Romanian: ddavyd9, Andrei Lucian Boroş
   Espagnol: Samuel Quiroga, Georgy Lastochkin
   BR Portuguese: Luis Ricardo Muniz","
Designers 3D:
   Pavel Paul.G Gzhelin
   Andrey urban_drew Kuznetzov
   Kirill CyrilMax Maxov
   Plyusnin Maxim

Level Design:
   Pavel Paul.G Gzhelin
   Plyusnin Maxim

Tradutores:
   English: Andrey Vdovichenko
   French: Raphaël NIVEAU (Link-Skywalker)
   German: Supernucke.de, Ben Denker
   Czech: xmilek
   Korean: Archerity (a.k.a. Lunasyel)
   Chinese: Peyton Long
   Italian: Marco D'Elia
   Portuguese: Victor «JK» Andrade
   Polish: Mateusz Mamet
   Turkish: Pref1tR
   Romanian: ddavyd9, Andrei Lucian Boroş
   Spanish: Samuel Quiroga, Georgy Lastochkin
   BR Portuguese: Luis Ricardo Muniz","3D-modeling:
  Pavel Paul.G Gzhelin
  Andrey urban_drew Kuznetsov
  Kirill CyrilMax Maxov
  Plusnin Maksim
 
 El nivel de design:
  Pavel Paul.G Gzhelin
  Plusnin Maksim
 
 Traductores:
  Inglés: Andrey Vdovichenko
  Francés: Raphaël NIVEAU (Link-Skywalker)
  Alemán: Supernucke.de, Ben Denker
  Checo: xmilek
  Coreano: Archerity (a.k.a. Lunasyel)
  Chino: Peyton Long
  Italiano: Marco D'Elia
  Portugués: Victor «JK» Andrade
  Polish: Mateusz Mamet
  Turkish: Pref1tR
  Romanian: ddavyd9, Andrei Lucian Boroş
  Español: Samuel Quiroga, Georgy Lastochkin","
Designer 3D:
   Pavel Paul.G Gzhelin
   Andrey urban_drew Kuznetzov
   Kirill CyrilMax Maxov
   Plyusnin Maxim

Level Design:
   Pavel Paul.G Gzhelin
   Plyusnin Maxim

Traduttori:
   English: Andrey Vdovichenko
   French: Raphaël NIVEAU (Link-Skywalker)
   German: Supernucke.de, Ben Denker
   Czech: xmilek
   Korean: Archerity (a.k.a. Lunasyel)
   Chinese: Peyton Long
   Italian: Marco D'Elia, Matteo Firelli
   Portuguese: Victor «JK» Andrade
   Polish: Mateusz Mamet
   Turkish: Pref1tR
   Romanian: ddavyd9, Andrei Lucian Boroş
   Spanish: Samuel Quiroga, Georgy Lastochkin
   BR Portuguese: Luis Ricardo Muniz","Modelare 3D:
   Pavel Paul.G Gzhelin
   Andrey urban_drew Kuznetzov
   Kirill CyrilMax Maxov
   Plyusnin Maxim

Design Nivele:
   Pavel Paul.G Gzhelin
   Plyusnin Maxim

Traducători:
   Engleză: Andrey Vdovichenko
   Franceză: Raphaël NIVEAU (Link-Skywalker)
   Germană: Supernucke.de, Ben Denker
   Cehă: xmilek
   Coreeană: Archerity (a.k.a. Lunasyel)
   Chineză: Peyton Long
   Italiană: Marco D'Elia
   Portugheză: Victor «JK» Andrade
   Poloneză: Mateusz Mamet
   Turcă: Pref1tR
   Romanian: ddavyd9, Andrei Lucian Boroş
   Spaniolă: Samuel Quiroga, Georgy Lastochkin
   Portugheză Braziliană: Luis Ricardo Muniz
   Română: Andrei Lucian Boroș","
3D Modelleme:
   Pavel Paul.G Gzhelin
   Andrey urban_drew Kuznetzov
   Kirill CyrilMax Maxov
   Plyusnin Maxim

Bölüm Tasarımı:
   Pavel Paul.G Gzhelin
   Plyusnin Maxim

Çevirmenler:
   İngilizce: Andrey Vdovichenko
   Fransızca: Raphaël NIVEAU (Link-Skywalker)
   Almanca: Supernucke.de, Ben Denker
   Çekçe: xmilek
   Türkçe: Berkin Zorba & Pref1tR
   Korece: Archerity (a.k.a. Lunasyel)
   Çince: Peyton Long
   İtalyanca: Marco D'Elia
   Portekizce: Victor «JK» Andrade
   Polish: Mateusz Mamet
   Turkish: Pref1tR
   Romanian: ddavyd9, Andrei Lucian Boroş
   İspanyolca: Samuel Quiroga, Georgy Lastochkin
   Brezilya Portekizcesi: Luis Ricardo Muniz","
Modelowanie 3D:
   Pavel Paul.G Gzhelin
   Andrey urban_drew Kuznetzov
   Kirill Cyril Max Maxov
   Plyusnin Maxim

Projekt poziomu:
   Pavel Paul.G Gzhelin
   Plyusnin Maxim

Tłumacze:
   Angielski: Andrey Vdovichenko
   Francuski: Raphaël NIVEAU (Link-Skywalker)
   Niemiecki: Supernucke.de, Ben Denker
   Czeski: xmilek
   Koreański: Archerity (a.k.a. Lunasyel)
   Chiński: Peyton Long
   Włoski: Marco D'Elia
   Portugalski: Victor „JK” Andrade
   Turkish: Pref1tR
   Romanian: ddavyd9, Andrei Lucian Boroş
   Hiszpański: Samuel Quiroga, Georgy Lastochkin
   Polski: Mateusz Mamet
   BR Portuguese: Luis Ricardo Muniz","
3D modelování:
   Pavel Paul.G Gzhelin
   Andrey urban_drew Kuznetzov
   Kirill CyrilMax Maxov
   Plyusnin Maxim

Level Design:
   Pavel Paul.G Gzhelin
   Plyusnin Maxim

Překladatelé:
   Angličtina: Andrey Vdovichenko
   Francouzština: Raphaël NIVEAU (Link-Skywalker)
   Němčina: Supernucke.de, Ben Denker
   Čeština: xmilek
   Korejština: Archerity (a.k.a. Lunasyel)
   Čínština: Peyton Long
   Italština: Marco D'Elia
   Portugalština: Victor «JK» Andrade
   Polish: Mateusz Mamet
   Turkish: Pref1tR
   Romanian: ddavyd9, Andrei Lucian Boroş
   Španělština: Samuel Quiroga, Georgy Lastochkin
   BR Portuguese: Luis Ricardo Muniz",,"
3D 建模：
   Pavel Paul.G Gzhelin
   Andrey urban_drew Kuznetzov
   Kirill CyrilMax Maxov
   Plyusnin Maxim

关卡设计：
   Pavel Paul.G Gzhelin
   Plyusnin Maxim

翻译：
   English: Andrey Vdovichenko
   French: Raphaël NIVEAU (Link-Skywalker)
   German: Supernucke.de, Ben Denker
   Czech: xmilek
   Korean: Archerity (a.k.a. Lunasyel)
   Chinese: Peyton Long
   Italian: Marco D'Elia
   Portuguese: Victor «JK» Andrade
   Polish: Mateusz Mamet
   Turkish: Pref1tR
   Romanian: ddavyd9, Andrei Lucian Boroş
   Spanish: Samuel Quiroga, Georgy Lastochkin
   BR Portuguese: Luis Ricardo Muniz","
3D 建模：
   Pavel Paul.G Gzhelin
   Andrey urban_drew Kuznetzov
   Kirill CyrilMax Maxov
   Plyusnin Maxim

關卡設計：
   Pavel Paul.G Gzhelin
   Plyusnin Maxim

翻譯：
   English: Andrey Vdovichenko
   French: Raphaël NIVEAU (Link-Skywalker)
   German: Supernucke.de, Ben Denker
   Czech: xmilek
   Korean: Archerity (a.k.a. Lunasyel)
   Chinese: Peyton Long
   Italian: Marco D'Elia
   Portuguese: Victor «JK» Andrade
   Polish: Mateusz Mamet
   Turkish: Pref1tR
   Romanian: ddavyd9, Andrei Lucian Boroş
   Spanish: Samuel Quiroga, Georgy Lastochkin
   BR Portuguese: Luis Ricardo Muniz","
Modeladores 3D:
   Pavel Paul.G Gzhelin
   Andrey urban_drew Kuznetzov
   Kirill CyrilMax Maxov
   Plyusnin Maxim
Design de nível:
   Pavel Paul.G Gzhelin
   Plyusnin Maxim

Tradutores:
   English: Andrey Vdovichenko
   French: Raphaël NIVEAU (Link-Skywalker)
   German: Supernucke.de, Ben Denker
   Czech: xmilek
   Korean: Archerity (a.k.a. Lunasyel)
   Chinese: Peyton Long
   Italian: Marco D'Elia
   Portuguese: Victor «JK» Andrade
   Polish: Mateusz Mamet
   Turkish: Pref1tR
   Romanian: ddavyd9, Andrei Lucian Boroş
   Spanish: Samuel Quiroga, Georgy Lastochkin
   BR Portuguese: Luis Ricardo Muniz"
MenuMain22,Ломоносовский проспект,Lomonosovskiy Prospect,Lomonosovskiy Prospekt,Lomonosovskiy Prospect,Avenida Lomonosov,Lomonosovsky Prospekt,Vista Lomonosovskiy,Lomonosovskiy Prospect,Lomonosovskiy Prospect,Lomonosovskiy Prospect,Lomonosovskij prospekt,로모노소브스키 프로스펙트,洛蒙诺索夫大道站,洛蒙諾索夫大道站,Prospecto Lomonosov skiu
MenuMain23,Раменки,Ramenki,Ramenki,Ramenki,Ramenki,Ramenki,Ramenki,Ramenki,Ramenki,Ramenki,Ramenki,라멘키,拉缅基站,拉緬基站,Ramenki
MenuMain24,СВОБОДНАЯ ПОЕЗДКА,FREE RIDE,FREIE FAHRT,TRAJET LIBRE,PASSEIO LIVRE,CONDUCCION LIBRE,GIRO LIBERO,CURSĂ LIBERĂ,SERBEST SÜRÜŞ,JAZDA DOWOLNA,VOLNÁ JÍZDA,자유 주행,自由模式,自由模式,MODO LIVRE
MenuMain25,Свободная поездка,Free Ride,Freie Fahrt,Trajet libre,Passeio Livre,Conducción Libre,Giro libero,Cursă liberă,Serbest Sürüş,Jazda Dowolna,Volná jízda,자유 주행,自由模式,自由模式,Modo Livre
MenuMain26,"В этом режиме вы можете сами выбрать, в каком тупике за какой станцией вам начать поездку. Также вы можете выбрать желаемый поезд. 
Для начала выполнения рейса по маршруту, выберите желаемый в информаторе. 
Помимо этого, на станциях и в тупиках разбросаны жетоны, используемые в разные года в Московском метро. Соберите их все, и получите достижение!","You can choose where to start from in this mode. Also, you can choose the train which you like the most.
Select a needed route on the auto-informer to begin the route.","In diesem Modus können Sie auswählen, wo Sie beginnen möchten. Sie können auch den Zug wählen, der Ihnen am besten gefällt.
Wählen Sie im Auto-Informer eine gewünschte Route aus, um die Route zu beginnen.","Dans ce mode, vous pouvez choisir votre point d'apparition. Vous pouvez aussi choisir le train que vous préférez.
Séléctionnez une ligne sur l'auto-informateur pour commencer le trajet.","Você pode escolher por onde começar neste modo. Além disso, você pode escolher o trem que você mais gosta.
É necessário selecionar uma rota no letreiro automático para iniciar a rota. ","En este modo puedes elegir dónde comenzar. También puedes elegir el tren que más te guste.
 Selecciona una ruta en el autoinformador para comenzar el viaje.","Puoi scegliere da dove iniziare in questa modalità. Inoltre, puoi scegliere il treno che ti piace di più. 
Seleziona un percorso necessario sull'auto-informatore per iniziare il percorso.","Poți alege de unde să începi în acest mod. De asemenea, poți alege trenul preferat. Pentru a începe, selectează ruta dorită pe ecran.","Bu oyun modunda nereden başlayacağınızı seçebilirsiniz.  Ayrıca en sevdiğiniz treni de
seçme sansınız olacak. Başlamak için otomatik-bilgilendiriciden istediğiniz bir rotayı seçiniz.","Możesz wybrać, od czego zacząć w tym trybie. Możesz także wybrać pociąg, który najbardziej ci się podoba.
Wybierz potrzebną trasę w autoinformatorze, aby rozpocząć trasę.","V tomto režimu si můžete vybrat z jaké stanice bude jízda zahájena. Můžete si také zvolit požadovaný vlak.
Chcete-li zahájit jízdu na trase, vyberte v informacích požadovanou možnost.
Navíc na nádražích a v slepých koncích roztroušené tokeny používané v různých letech moskevského metra. Shromážděte je všechny a získejte úspěch!","이 모드에서 운행을 시작할 위치와 원하는 열차를 선택할 수 있습니다.
운행을 시작하려면 자동 안내방송 장치에서 경로를 선택하세요.","在这个模式中，您可以选择开始的位置。
同时，您可以选择您最爱的列车。
在信息面板上选择一条所需线路以开始游戏。","在這個模式中，您可以選擇開始的位置。
同時，您可以選擇您最愛的列車。
在信息面板上選擇一條所需線路以開始遊戲。","Você pode escolher onde começar nest modo de jogo. Além disso, pode escolher o trêm que preferir.
Para começar, escolha a rota necessaria no autoinformante."
MenuMain27,Солнцевская линия,Solntsevskaya Line,Solntsevskaya-Linie,Ligne Solntsevskaya,Linha Solntsevskaya,Línea Solntsevskaya,Linea Solntsevskaya,Linia Solntsevskaya,Solntsevskaya Hattı,Linia Solntsevskaya,Solntsevská linka,솔트세프스카야선,太阳线,太陽線,Linha Solntsevskaya
MenuMain28,Парк победы,Park Pobedy,Park Pobedy,Parc Pobedy,Vitória Park,Park Pobedy,Parco Pobedy,Park Pobedy,Park Pobedy,Park Pobedy,Park Pobědy,파르크 포베디,胜利公园站,勝利公園站,Parque Pobedy
MenuMain29,НАЗАД,BACK,ZURÜCK,RETOUR,VOLTAR,VOLVER,INDIETRO,Înapoi,GERİ,WRÓĆ,ZPĚT,뒤로가기,后退,後退,VOLTAR
MenuMain30,Ока,Oka,Oka,Oka,Oka,Oka,Oka,Oka,Oka,Oka,Oka,Oka,奥卡河,奧卡河,Oka
MenuMain31,НАЧАТЬ,START,START,COMMENCER,COMEÇAR,COMENZAR,INIZIA,Start,BAŞLA,ROZPOCZNIJ,ZAČÍT,시작,开始,開始,INICIAR
MenuMain32,Выберите начальную станцию:,Select the station where you'll start from:,"Wählen Sie die Station aus, von der aus Sie beginnen möchten:",Séléctionnez votre station de départ :,Selecione a estação de onde você começará:,Selecciona la estación donde desees comenzar:,Seleziona la stazione da dove inizierai:,Selectează stația de plecare:,Başlayacağınız istasyonu seçiniz:,Wybierz stację początkową,Vyber si stanici ve které chceš začínat:,시작역:,选择您要开始的车站：,選擇您要開始的車站：,Selecione a estação que seja iniciar.
MenuMain33,Россия,Russia,Russland,Russie,Rusia,Rusia,Russia,Rusia,Rusya,Rosja,Rusko,러시아,俄罗斯,俄罗斯,Rusia
MenuMain34,Петровский парк,Petrovskiy Park,Petrovskiy Park,Parc Petrovskiy,Parque Petrovskiy,Petrovskiy Park,Parco Petrovskiy,Petrovskiy Park,Petrovskiy Park,Petrovskiy Park,Petrovský park,페트로프스키 파르크,彼得罗夫斯基公园站,彼得羅夫斯基公園站,Parque Petrovskiy
MenuMain35,ЦСКА,CSKA,CSKA,CSKA,CSKA,CSKA,CSKA,CSKA,CSKA,CSKA,CSKA,CSKA,中央陆军运动俱乐部站,中央陸軍運動俱樂部站,CSKA
MenuMain36,Хорошевская,Horoshevskaya,Horoshevskaya,Horoshevskaya,Horoshevskaya,Horoshevskaya,Horoshevskaya,Horoshevskaya,Horoshevskaya,Horoshevskaya,Chorošovskaja,하로셰프스카야,霍罗绍夫站,霍羅紹夫站,Horoshevskaya
MenuMain37,Шелепиха,Shelepikha,Shelepikha,Shelepikha,Shelepikha,Shelepikha,Shelepikha,Shelepikha,Shelepikha,Shelepikha,Šelepicha,쉘레피하,谢列彼哈站,謝列彼哈站,Shelepikha
MenuMain38,Выберите поезд:,Select the train:,Wählen Sie den Zug aus:,Séléctionnez le train :,Selecione o trem:,Selecciona el tren:,Seleziona il treno:,Selectează trenul:,Tren Seçin:,Wybierz pociąg,Vyber si vlak:,열차 선택:,选择列车：,選擇列車：,Selecione o trêm
MenuMain39,Снимок экрана сохранён,Screenshot saved,Screenshot gespeichert,Capture d'écran enregistrée,Captura de tela salva,Captura de pantalla guardada,Schermo catturato,Capturi de ecran salvate,Ekran görüntüsü kaydedildi,Zrzut ekranu zapisany,Snímek uložen,스크린샷 저장됨,截图已保存,截圖已保存,Captura da tela salva.
MenuMain40,ИГРА,GAME,SPIEL,JEU,JOGOS,JUEGO,GIOCO,JOC,OYUN,GRA,HRA,경기,游戏,遊戲,JOGO
MenuMain41,ВИДЕО,GRAPHICS,GRAFIK,GRAPHIQUE,GRÁFICOS,GRÁFICOS,GRAFICA,GRAFICĂ,GRAFIK,GRAFIKA,GRAFIKA,제도법,图像,圖像,GRÁFICOS
MenuMain42,ЗВУК,AUDIO,AUDIO,L'AUDIO,AUDIO,AUDIO,AUDIO,AUDIO,SES,DŹWIĘK,ZVUK,오디오,伴音,伴音,ÁUDIO
MenuMain43,УПРАВЛЕНИЕ,CONTROLS,STEUERUNG,CONTRÔLE,AO CONTROLE,CONTROLAR,CONTROLLO,CONTROL,KONTROLLER,STEROWANIE,ŘÍZENÍ,제어,控制,控制,CONTROLES
